HGNC ID	Status	Approved symbol	Approved name	Previous symbol	Ensembl gene ID	NCBI gene ID
HGNC:34613	Approved	TRE-TTC13-1	tRNA-Glu (anticodon TTC) 13-1	TRNAE10		100189054
HGNC:35058	Approved	TRE-TTC14-1	tRNA-Glu (anticodon TTC) 14-1	TRNAE34P		100189485
HGNC:35057	Approved	TRE-TTC15-1	tRNA-Glu (TTC) 15-1	TRNAE33P		100189484
HGNC:34773	Approved	TRE-TTC16-1	tRNA-Glu (TTC) 16-1	TRNAE16		100189210
HGNC:12266	Approved	TREH	trehalase		ENSG00000118094	11181
HGNC:51907	Approved	TREHP1	trehalase pseudogene 1		ENSG00000255239	768086
HGNC:17760	Approved	TREM1	triggering receptor expressed on myeloid cells 1		ENSG00000124731	54210
HGNC:17761	Approved	TREM2	triggering receptor expressed on myeloid cells 2		ENSG00000095970	54209
HGNC:20434	Approved	TREML1	triggering receptor expressed on myeloid cells like 1		ENSG00000161911	340205
HGNC:21092	Approved	TREML2	triggering receptor expressed on myeloid cells like 2	C6orf76	ENSG00000112195	79865
HGNC:30806	Approved	TREML3P	triggering receptor expressed on myeloid cells like 3, pseudogene	TREML3	ENSG00000184106	340206
HGNC:30807	Approved	TREML4	triggering receptor expressed on myeloid cells like 4		ENSG00000188056	285852
HGNC:30808	Approved	TREML5P	triggering receptor expressed on myeloid cells like 5, pseudogene	TREML2P	ENSG00000225690	221438
HGNC:30808	Approved	TREML5P	triggering receptor expressed on myeloid cells like 5, pseudogene	TREML2P1	ENSG00000225690	221438
HGNC:18273	Approved	TRERF1	transcriptional regulating factor 1	BCAR2	ENSG00000124496	55809
HGNC:44307	Approved	TRERNA1	translation regulatory long non-coding RNA 1	LINC00651	ENSG00000231265	100887755
HGNC:12269	Approved	TREX1	three prime repair exonuclease 1	AGS1	ENSG00000213689	11277
HGNC:12270	Approved	TREX2	three prime repair exonuclease 2		ENSG00000183479	11219
HGNC:34699	Approved	TRF-GAA1-1	tRNA-Phe (anticodon GAA) 1-1	TRNAF3		100189137
HGNC:34699	Approved	TRF-GAA1-1	tRNA-Phe (anticodon GAA) 1-1	TRF-GAA1-5		100189137
HGNC:34817	Approved	TRF-GAA1-2	tRNA-Phe (anticodon GAA) 1-2	TRNAF7		100189254
HGNC:34817	Approved	TRF-GAA1-2	tRNA-Phe (anticodon GAA) 1-2	TRF-GAA1-6		100189254
HGNC:34984	Approved	TRF-GAA1-3	tRNA-Phe (anticodon GAA) 1-3	TRNAF11		100189415
HGNC:34984	Approved	TRF-GAA1-3	tRNA-Phe (anticodon GAA) 1-3	TRF-GAA1-1		100189415
HGNC:33259	Approved	TRF-GAA1-4	tRNA-Phe (anticodon GAA) 1-4	TRNAF2		100009606
HGNC:33259	Approved	TRF-GAA1-4	tRNA-Phe (anticodon GAA) 1-4	TRF-GAA1-2		100009606
HGNC:34814	Approved	TRF-GAA1-5	tRNA-Phe (anticodon GAA) 1-5	TRNAF6		100189251
HGNC:34814	Approved	TRF-GAA1-5	tRNA-Phe (anticodon GAA) 1-5	TRF-GAA1-3		100189251
HGNC:34873	Approved	TRF-GAA1-6	tRNA-Phe (anticodon GAA) 1-6	TRNAF10		100189306
HGNC:34873	Approved	TRF-GAA1-6	tRNA-Phe (anticodon GAA) 1-6	TRF-GAA1-4		100189306
HGNC:33255	Approved	TRF-GAA2-1	tRNA-Phe (anticodon GAA) 2-1	TRNAF1		100009605
HGNC:34732	Approved	TRF-GAA3-1	tRNA-Phe (anticodon GAA) 3-1	TRNAF5		100189170
HGNC:34859	Approved	TRF-GAA4-1	tRNA-Phe (anticodon GAA) 4-1	TRNAF9		100189293
HGNC:34707	Approved	TRF-GAA5-1	tRNA-Phe (anticodon GAA) 5-1	TRNAF4		100189145
HGNC:34825	Approved	TRF-GAA6-1	tRNA-Phe (anticodon GAA) 6-1	TRNAF8		100189262
HGNC:34990	Approved	TRF-GAA7-1	tRNA-Phe (anticodon GAA) 7-1	TRNAF12		100189421
HGNC:35016	Approved	TRF-GAA8-1	tRNA-Phe (anticodon GAA) 8-1	TRNAF13P		100189446
HGNC:35110	Approved	TRF-GAA9-1	tRNA-Phe (anticodon GAA) 9-1	TRNAF17P		100189533
HGNC:35072	Approved	TRF-GAA10-1	tRNA-Phe (anticodon GAA) 10-1	TRNAF16P		100189497
HGNC:35045	Approved	TRF-GAA11-1	tRNA-Phe (anticodon GAA) 11-1	TRNAF15P		100189472
HGNC:35044	Approved	TRF-GAA12-1	tRNA-Phe (anticodon GAA) 12-1	TRNAF14P		100189471
HGNC:12271	Approved	TRG	T cell receptor gamma locus	TCRG		6965
HGNC:12271	Approved	TRG	T cell receptor gamma locus	TRG@		6965
HGNC:48974	Approved	TRG-AS1	T cell receptor gamma locus antisense RNA 1		ENSG00000281103	100506776
HGNC:38580	Approved	TRG-CCC1-1	tRNA-Gly (anticodon CCC) 1-1	TRNAG37		7195
HGNC:34864	Approved	TRG-CCC1-2	tRNA-Gly (anticodon CCC) 1-2	TRNAG28		100189298
HGNC:34794	Approved	TRG-CCC2-1	tRNA-Gly (anticodon CCC) 2-1	TRNAG22		100189231
HGNC:34794	Approved	TRG-CCC2-1	tRNA-Gly (anticodon CCC) 2-1	TRG-CCC2-2		100189231
HGNC:14183	Approved	TRG-CCC2-2	tRNA-Gly (anticodon CCC) 2-2	TRG4		64717
HGNC:14183	Approved	TRG-CCC2-2	tRNA-Gly (anticodon CCC) 2-2	TRNAG4		64717
HGNC:14183	Approved	TRG-CCC2-2	tRNA-Gly (anticodon CCC) 2-2	TRG-CCC2-1		64717
HGNC:34841	Approved	TRG-CCC3-1	tRNA-Gly (anticodon CCC) 3-1	TRNAG26		100189277
HGNC:35059	Approved	TRG-CCC4-1	tRNA-Gly (CCC) 4-1	TRNAV35P		107985759
HGNC:35059	Approved	TRG-CCC4-1	tRNA-Gly (CCC) 4-1	TRNAG36		107985759
HGNC:34604	Approved	TRG-CCC5-1	tRNA-Gly (CCC) 5-1	TRNAG10		100189045
HGNC:35073	Approved	TRG-CCC6-1	tRNA-Gly (CCC) 6-1	TRNAG34P		107985748
HGNC:35030	Approved	TRG-CCC7-1	tRNA-Gly (CCC) 7-1	TRNAG32P		100189458
HGNC:50798	Approved	TRG-CCC8-1	tRNA-Gly (anticodon CCC) 8-1			103539958
HGNC:34934	Approved	TRG-GCC1-1	tRNA-Gly (anticodon GCC) 1-1	TRNAG30		100189366
HGNC:34815	Approved	TRG-GCC1-2	tRNA-Gly (anticodon GCC) 1-2	TRNAG23		100189252
HGNC:34793	Approved	TRG-GCC1-3	tRNA-Gly (anticodon GCC) 1-3	TRNAG21		100189230
HGNC:34722	Approved	TRG-GCC1-4	tRNA-Gly (anticodon GCC) 1-4	TRNAG15		100189160
HGNC:34850	Approved	TRG-GCC1-5	tRNA-Gly (anticodon GCC) 1-5	TRNAG27		100189284
HGNC:34948	Approved	TRG-GCC2-1	tRNA-Gly (anticodon GCC) 2-1	TRNAG31		100189380
HGNC:34771	Approved	TRG-GCC2-2	tRNA-Gly (anticodon GCC) 2-2	TRNAG19		100189208
HGNC:34771	Approved	TRG-GCC2-2	tRNA-Gly (anticodon GCC) 2-2	TRG-GCC2-5		100189208
HGNC:34881	Approved	TRG-GCC2-3	tRNA-Gly (anticodon GCC) 2-3	TRNAG29		100189314
HGNC:34881	Approved	TRG-GCC2-3	tRNA-Gly (anticodon GCC) 2-3	TRG-GCC2-6		100189314
HGNC:34533	Approved	TRG-GCC2-4	tRNA-Gly (anticodon GCC) 2-4	TRNAG6		100188985
HGNC:34533	Approved	TRG-GCC2-4	tRNA-Gly (anticodon GCC) 2-4	TRG-GCC2-2		100188985
HGNC:34725	Approved	TRG-GCC2-5	tRNA-Gly (anticodon GCC) 2-5	TRNAG16		100189163
HGNC:34725	Approved	TRG-GCC2-5	tRNA-Gly (anticodon GCC) 2-5	TRG-GCC2-3		100189163
HGNC:12273	Approved	TRG-GCC2-6	tRNA-Gly (anticodon GCC) 2-6	TRG2		7196
HGNC:12273	Approved	TRG-GCC2-6	tRNA-Gly (anticodon GCC) 2-6	TRNAG2		7196
HGNC:12273	Approved	TRG-GCC2-6	tRNA-Gly (anticodon GCC) 2-6	TRG-GCC2-4		7196
HGNC:12282	Approved	TRG-GCC3-1	tRNA-Gly (anticodon GCC) 3-1	TRGL1		7198
HGNC:12282	Approved	TRG-GCC3-1	tRNA-Gly (anticodon GCC) 3-1	TRG5		7198
HGNC:12282	Approved	TRG-GCC3-1	tRNA-Gly (anticodon GCC) 3-1	TRNAG5		7198
HGNC:34838	Approved	TRG-GCC4-1	tRNA-Gly (anticodon GCC) 4-1	TRNAG25		100189274
HGNC:34783	Approved	TRG-GCC5-1	tRNA-Gly (anticodon GCC) 5-1	TRNAG20		100189220
HGNC:34641	Approved	TRG-GCC6-1	tRNA-Gly (GCC) 6-1	TRNAG12		100189081
HGNC:12274	Approved	TRG-TCC1-1	tRNA-Gly (anticodon TCC) 1-1	TRG3		7197
HGNC:12274	Approved	TRG-TCC1-1	tRNA-Gly (anticodon TCC) 1-1	TRNAG3		7197
HGNC:34623	Approved	TRG-TCC2-1	tRNA-Gly (anticodon TCC) 2-1	TRNAG11		100189064
HGNC:34823	Approved	TRG-TCC2-2	tRNA-Gly (anticodon TCC) 2-2	TRNAG24		100189260
HGNC:34703	Approved	TRG-TCC2-3	tRNA-Gly (anticodon TCC) 2-3	TRNAG13		100189141
HGNC:34751	Approved	TRG-TCC2-4	tRNA-Gly (anticodon TCC) 2-4	TRNAG17		100189188
HGNC:34598	Approved	TRG-TCC2-5	tRNA-Gly (anticodon TCC) 2-5	TRNAG9		100189039
HGNC:34570	Approved	TRG-TCC2-6	tRNA-Gly (anticodon TCC) 2-6	TRNAG8		100189011
HGNC:34769	Approved	TRG-TCC3-1	tRNA-Gly (anticodon TCC) 3-1	TRNAG18		100189206
HGNC:34554	Approved	TRG-TCC4-1	tRNA-Gly (anticodon TCC) 4-1	TRNAG7		100188997
HGNC:35032	Approved	TRG-TCC5-1	tRNA-Gly (anticodon TCC) 5-1	TRNAG33P		100189460
HGNC:35086	Approved	TRG-TCC6-1	tRNA-Gly (anticodon TCC) 6-1	TRNAG35P		100189511
HGNC:12275	Approved	TRGC1	T cell receptor gamma constant 1	TCRGC1	ENSG00000211689	6966
HGNC:12276	Approved	TRGC2	T cell receptor gamma constant 2	TCRGC2	ENSG00000227191	6967
HGNC:12277	Approved	TRGJ1	T cell receptor gamma joining 1	TCRGJ1	ENSG00000211690	6968
HGNC:12278	Approved	TRGJ2	T cell receptor gamma joining 2	TCRGJ2	ENSG00000211687	6969
HGNC:12279	Approved	TRGJP	T cell receptor gamma joining P	TCRGJP	ENSG00000211691	6970
HGNC:12280	Approved	TRGJP1	T cell receptor gamma joining P1	TCRGJP1	ENSG00000211692	6971
HGNC:12281	Approved	TRGJP2	T cell receptor gamma joining P2	TCRGJP2	ENSG00000211688	6972
HGNC:12283	Entry Withdrawn	TRGP1	tRNA glycine (GCC) pseudogene 1			
HGNC:12284	Approved	TRGV1	T cell receptor gamma variable 1 (non-functional)	TCRGV1	ENSG00000211701	6973
HGNC:12287	Approved	TRGV2	T cell receptor gamma variable 2	TCRGV2	ENSG00000233306	6974
HGNC:12288	Approved	TRGV3	T cell receptor gamma variable 3	TCRGV3	ENSG00000211699	6976
HGNC:12289	Approved	TRGV4	T cell receptor gamma variable 4	TCRGV4	ENSG00000211698	6977
HGNC:12290	Approved	TRGV5	T cell receptor gamma variable 5	TCRGV5	ENSG00000211697	6978
HGNC:12291	Approved	TRGV5P	T cell receptor gamma variable 5P (pseudogene)	TCRGV5P	ENSG00000228668	6979
HGNC:12292	Approved	TRGV6	T cell receptor gamma variable 6 (pseudogene)	TCRGV6	ENSG00000226212	6980
HGNC:12293	Approved	TRGV7	T cell receptor gamma variable 7 (pseudogene)	TCRGV7	ENSG00000249978	6981
HGNC:12294	Approved	TRGV8	T cell receptor gamma variable 8	TCRGV8	ENSG00000211696	6982
HGNC:12295	Approved	TRGV9	T cell receptor gamma variable 9	TCRGV9	ENSG00000211695	6983
HGNC:12285	Approved	TRGV10	T cell receptor gamma variable 10 (non-functional)	TCRGV10	ENSG00000211694	6984
HGNC:12286	Approved	TRGV11	T cell receptor gamma variable 11 (non-functional)	TCRGV11	ENSG00000211693	6985
HGNC:12296	Approved	TRGVA	T cell receptor gamma variable A (pseudogene)	TCRGVA	ENSG00000225992	6986
HGNC:12297	Approved	TRGVB	T cell receptor gamma variable B (pseudogene)	TCRGVB	ENSG00000231202	6987
HGNC:12298	Approved	TRH	thyrotropin releasing hormone		ENSG00000170893	7200
HGNC:34535	Approved	TRH-GTG1-1	tRNA-His (anticodon GTG) 1-1	TRNAH4		100188991
HGNC:34902	Approved	TRH-GTG1-2	tRNA-His (anticodon GTG) 1-2	TRNAH10		100189334
HGNC:34874	Approved	TRH-GTG1-3	tRNA-His (anticodon GTG) 1-3	TRNAH9		100189307
HGNC:34736	Approved	TRH-GTG1-4	tRNA-His (anticodon GTG) 1-4	TRNAH7		100189174
HGNC:34538	Approved	TRH-GTG1-5	tRNA-His (anticodon GTG) 1-5	TRNAH3		100188987
HGNC:34538	Approved	TRH-GTG1-5	tRNA-His (anticodon GTG) 1-5	TRH-GTG1-8		100188987
HGNC:33260	Approved	TRH-GTG1-6	tRNA-His (anticodon GTG) 1-6	TRNAH5		100009607
HGNC:33260	Approved	TRH-GTG1-6	tRNA-His (anticodon GTG) 1-6	TRH-GTG1-9		100009607
HGNC:34536	Approved	TRH-GTG1-7	tRNA-His (anticodon GTG) 1-7	TRNAH1		100188986
HGNC:34536	Approved	TRH-GTG1-7	tRNA-His (anticodon GTG) 1-7	TRH-GTG1-5		100188986
HGNC:34537	Approved	TRH-GTG1-8	tRNA-His (anticodon GTG) 1-8	TRNAH2		100188988
HGNC:34537	Approved	TRH-GTG1-8	tRNA-His (anticodon GTG) 1-8	TRH-GTG1-6		100188988
HGNC:34624	Approved	TRH-GTG1-9	tRNA-His (anticodon GTG) 1-9	TRNAH6		100189065
HGNC:34624	Approved	TRH-GTG1-9	tRNA-His (anticodon GTG) 1-9	TRH-GTG1-7		100189065
HGNC:34918	Approved	TRH-GTG2-1	tRNA-His (GTG) 2-1	TRNAH11		100189350
HGNC:34805	Approved	TRH-GTG3-1	tRNA-His (anticodon GTG) 3-1	TRNAH8		100189242
HGNC:30748	Approved	TRHDE	thyrotropin releasing hormone degrading enzyme		ENSG00000072657	29953
HGNC:27471	Approved	TRHDE-AS1	TRHDE antisense RNA 1		ENSG00000236333	283392
HGNC:12299	Approved	TRHR	thyrotropin releasing hormone receptor		ENSG00000174417	7201
HGNC:34812	Approved	TRI-AAT1-1	tRNA-Ile (anticodon AAT) 1-1	TRNAI12		100189249
HGNC:34630	Approved	TRI-AAT2-1	tRNA-Ile (anticodon AAT) 2-1	TRNAI4		100189071
HGNC:34776	Approved	TRI-AAT3-1	tRNA-Ile (anticodon AAT) 3-1	TRNAI11		100189213
HGNC:34961	Approved	TRI-AAT4-1	tRNA-Ile (anticodon AAT) 4-1	TRNAI24		100189393
HGNC:34715	Approved	TRI-AAT5-1	tRNA-Ile (anticodon AAT) 5-1	TRNAI9		100189153
HGNC:34715	Approved	TRI-AAT5-1	tRNA-Ile (anticodon AAT) 5-1	TRI-AAT5-3		100189153
HGNC:34904	Approved	TRI-AAT5-2	tRNA-Ile (anticodon AAT) 5-2	TRNAI20		100189336
HGNC:34904	Approved	TRI-AAT5-2	tRNA-Ile (anticodon AAT) 5-2	TRI-AAT5-4		100189336
HGNC:34877	Approved	TRI-AAT5-3	tRNA-Ile (anticodon AAT) 5-3	TRNAI17		100189310
HGNC:34877	Approved	TRI-AAT5-3	tRNA-Ile (anticodon AAT) 5-3	TRI-AAT5-5		100189310
HGNC:34839	Approved	TRI-AAT5-4	tRNA-Ile (anticodon AAT) 5-4	TRNAI15		100189275
HGNC:34839	Approved	TRI-AAT5-4	tRNA-Ile (anticodon AAT) 5-4	TRI-AAT5-1		100189275
HGNC:34955	Approved	TRI-AAT5-5	tRNA-Ile (anticodon AAT) 5-5	TRNAI23		100189387
HGNC:34955	Approved	TRI-AAT5-5	tRNA-Ile (anticodon AAT) 5-5	TRI-AAT5-2		100189387
HGNC:34940	Approved	TRI-AAT6-1	tRNA-Ile (anticodon AAT) 6-1	TRNAI22		100189372
HGNC:34710	Approved	TRI-AAT7-1	tRNA-Ile (anticodon AAT) 7-1	TRNAI8		100189401
HGNC:34970	Approved	TRI-AAT7-2	tRNA-Ile (anticodon AAT) 7-2	TRNAI25		107986683
HGNC:34656	Approved	TRI-AAT8-1	tRNA-Ile (anticodon AAT) 8-1	TRNAI5		100189095
HGNC:12300	Approved	TRI-AAT9-1	tRNA-Ile (anticodon AAT) 9-1	TRI		7202
HGNC:12300	Approved	TRI-AAT9-1	tRNA-Ile (anticodon AAT) 9-1	TRNAI1		7202
HGNC:35034	Approved	TRI-AAT10-1	tRNA-Ile (anticodon AAT) 10-1	TRNAI28P		100189462
HGNC:35047	Approved	TRI-AAT11-1	tRNA-Ile (anticodon AAT) 11-1	TRNAI29P		100189474
HGNC:35054	Approved	TRI-AAT12-1	tRNA-Ile (anticodon AAT) 12-1	TRNAI30P		100189481
HGNC:34694	Approved	TRI-GAT1-1	tRNA-Ile (anticodon GAT) 1-1	TRNAI7		100189132
HGNC:34609	Approved	TRI-GAT1-2	tRNA-Ile (anticodon GAT) 1-2	TRNAI3		100189050
HGNC:34996	Approved	TRI-GAT1-3	tRNA-Ile (anticodon GAT) 1-3	TRNAI26		100189427
HGNC:34891	Approved	TRI-TAT1-1	tRNA-Ile (anticodon TAT) 1-1	TRNAI18		100189324
HGNC:34828	Approved	TRI-TAT2-1	tRNA-Ile (anticodon TAT) 2-1	TRNAI13		100189265
HGNC:34587	Approved	TRI-TAT2-2	tRNA-Ile (anticodon TAT) 2-2	TRNAI2		100189028
HGNC:34693	Approved	TRI-TAT2-3	tRNA-Ile (anticodon TAT) 2-3	TRNAI6		100189131
HGNC:34916	Approved	TRI-TAT3-1	tRNA-Ile (anticodon TAT) 3-1	TRNAI21		100189348
HGNC:26937	Approved	TRIAP1	TP53 regulated inhibitor of apoptosis 1		ENSG00000170855	51499
HGNC:31659	Approved	TRIAP1P1	TP53 regulated inhibitor of apoptosis 1 pseudogene 1	C10orf135	ENSG00000237956	100289619
HGNC:16891	Approved	TRIB1	tribbles pseudokinase 1		ENSG00000173334	10221
HGNC:30809	Approved	TRIB2	tribbles pseudokinase 2		ENSG00000071575	28951
HGNC:16228	Approved	TRIB3	tribbles pseudokinase 3	C20orf97	ENSG00000101255	57761
HGNC:12302	Entry Withdrawn	TRICY1	trichilemmal cyst 1			
HGNC:22200	Approved	TRIL	TLR4 interactor with leucine rich repeats		ENSG00000255690	9865
HGNC:15974	Approved	TRIM2	tripartite motif containing 2		ENSG00000109654	23321
HGNC:10064	Approved	TRIM3	tripartite motif containing 3	RNF22	ENSG00000110171	10612
HGNC:16275	Approved	TRIM4	tripartite motif containing 4		ENSG00000146833	89122
HGNC:16276	Approved	TRIM5	tripartite motif containing 5		ENSG00000132256	85363
HGNC:16277	Approved	TRIM6	tripartite motif containing 6		ENSG00000121236	117854
HGNC:33440	Approved	TRIM6-TRIM34	TRIM6-TRIM34 readthrough		ENSG00000258588	445372
HGNC:16278	Approved	TRIM7	tripartite motif containing 7		ENSG00000146054	81786
HGNC:15579	Approved	TRIM8	tripartite motif containing 8	RNF27	ENSG00000171206	81603
HGNC:16288	Approved	TRIM9	tripartite motif containing 9		ENSG00000100505	114088
HGNC:10072	Approved	TRIM10	tripartite motif containing 10	RNF9	ENSG00000204613	10107
HGNC:16281	Approved	TRIM11	tripartite motif containing 11		ENSG00000154370	81559
HGNC:9976	Approved	TRIM13	tripartite motif containing 13	RFP2	ENSG00000204977	10206
HGNC:16283	Approved	TRIM14	tripartite motif containing 14		ENSG00000106785	9830
HGNC:16284	Approved	TRIM15	tripartite motif containing 15	ZNF178	ENSG00000204610	89870
HGNC:17241	Approved	TRIM16	tripartite motif containing 16		ENSG00000221926	10626
HGNC:32670	Approved	TRIM16L	tripartite motif containing 16 like		ENSG00000108448	147166
HGNC:13430	Approved	TRIM17	tripartite motif containing 17	RNF16	ENSG00000162931	51127
HGNC:11312	Approved	TRIM21	tripartite motif containing 21	SSA1	ENSG00000132109	6737
HGNC:16379	Approved	TRIM22	tripartite motif containing 22		ENSG00000132274	10346
HGNC:660	Approved	TRIM23	tripartite motif containing 23	ARFD1	ENSG00000113595	373
HGNC:11812	Approved	TRIM24	tripartite motif containing 24	TIF1	ENSG00000122779	8805
HGNC:12932	Approved	TRIM25	tripartite motif containing 25	ZNF147	ENSG00000121060	7706
HGNC:12962	Approved	TRIM26	tripartite motif containing 26	ZNF173	ENSG00000234127	7726
HGNC:31338	Approved	TRIM26BP	tripartite motif containing 26B, pseudogene	TRIM26P	ENSG00000236475	404024
HGNC:9975	Approved	TRIM27	tripartite motif containing 27	RFP	ENSG00000204713	5987
HGNC:16384	Approved	TRIM28	tripartite motif containing 28		ENSG00000130726	10155
HGNC:17274	Approved	TRIM29	tripartite motif containing 29		ENSG00000137699	23650
HGNC:16289	Approved	TRIM31	tripartite motif containing 31		ENSG00000204616	11074
HGNC:39761	Approved	TRIM31-AS1	TRIM31 antisense RNA 1		ENSG00000231226	104533120
HGNC:16380	Approved	TRIM32	tripartite motif containing 32	LGMD2H	ENSG00000119401	22954
HGNC:16290	Approved	TRIM33	tripartite motif containing 33		ENSG00000197323	51592
HGNC:10063	Approved	TRIM34	tripartite motif containing 34	RNF21	ENSG00000258659	53840
HGNC:16285	Approved	TRIM35	tripartite motif containing 35		ENSG00000104228	23087
HGNC:16280	Approved	TRIM36	tripartite motif containing 36		ENSG00000152503	55521
HGNC:41422	Approved	TRIM36-IT1	TRIM36 intronic transcript 1		ENSG00000250472	100874338
HGNC:7523	Approved	TRIM37	tripartite motif containing 37	MUL	ENSG00000108395	4591
HGNC:10059	Approved	TRIM38	tripartite motif containing 38	RNF15	ENSG00000112343	10475
HGNC:10065	Approved	TRIM39	tripartite motif containing 39	RNF23	ENSG00000204599	56658
HGNC:38845	Approved	TRIM39-RPP21	TRIM39-RPP21 readthrough		ENSG00000248167	202658
HGNC:18736	Approved	TRIM40	tripartite motif containing 40		ENSG00000204614	135644
HGNC:19013	Approved	TRIM41	tripartite motif containing 41		ENSG00000146063	90933
HGNC:19014	Approved	TRIM42	tripartite motif containing 42		ENSG00000155890	287015
HGNC:19015	Approved	TRIM43	tripartite motif containing 43		ENSG00000144015	129868
HGNC:37146	Approved	TRIM43B	tripartite motif containing 43B		ENSG00000144010	653192
HGNC:43981	Approved	TRIM43CP	tripartite motif containing 43C, pseudogene		ENSG00000144188	643445
HGNC:19016	Approved	TRIM44	tripartite motif containing 44		ENSG00000166326	54765
HGNC:19018	Approved	TRIM45	tripartite motif containing 45		ENSG00000134253	80263
HGNC:19019	Approved	TRIM46	tripartite motif containing 46		ENSG00000163462	80128
HGNC:19020	Approved	TRIM47	tripartite motif containing 47		ENSG00000132481	91107
HGNC:19021	Approved	TRIM48	tripartite motif containing 48		ENSG00000150244	79097
HGNC:13431	Approved	TRIM49	tripartite motif containing 49	RNF18	ENSG00000168930	57093
HGNC:42955	Approved	TRIM49B	tripartite motif containing 49B		ENSG00000182053	283116
HGNC:38877	Approved	TRIM49C	tripartite motif containing 49C	TRIM49L2	ENSG00000204449	642612
HGNC:43973	Approved	TRIM49D1	tripartite motif containing 49D1	TRIM49DP	ENSG00000223417	399939
HGNC:43973	Approved	TRIM49D1	tripartite motif containing 49D1	TRIM49D1P	ENSG00000223417	399939
HGNC:37217	Approved	TRIM49D2	tripartite motif containing 49D2	TRIM49L	ENSG00000233802	729384
HGNC:37217	Approved	TRIM49D2	tripartite motif containing 49D2	TRIM49L1	ENSG00000233802	729384
HGNC:37217	Approved	TRIM49D2	tripartite motif containing 49D2	TRIM49D2P	ENSG00000233802	729384
HGNC:19017	Approved	TRIM50	tripartite motif containing 50	TRIM50A	ENSG00000146755	135892
HGNC:19023	Approved	TRIM51	tripartite motif-containing 51	SPRYD5	ENSG00000124900	84767
HGNC:37145	Approved	TRIM51BP	tripartite motif-containing 51B, pseudogene	SPRYD5P	ENSG00000204455	399937
HGNC:37145	Approved	TRIM51BP	tripartite motif-containing 51B, pseudogene	SPRYD5P1	ENSG00000204455	399937
HGNC:43968	Approved	TRIM51CP	tripartite motif-containing 51C, pseudogene		ENSG00000249910	100130105
HGNC:43969	Approved	TRIM51DP	tripartite motif-containing 51D, pseudogene		ENSG00000255190	100419945
HGNC:43970	Approved	TRIM51EP	tripartite motif-containing 51E, pseudogene		ENSG00000237706	399940
HGNC:43966	Approved	TRIM51FP	tripartite motif-containing 51F, pseudogene		ENSG00000219061	283257
HGNC:43972	Approved	TRIM51GP	tripartite motif-containing 51G, pseudogene		ENSG00000220948	120824
HGNC:43977	Approved	TRIM51HP	tripartite motif-containing 51H, pseudogene		ENSG00000166007	440041
HGNC:43978	Approved	TRIM51JP	tripartite motif-containing 51J, pseudogene		ENSG00000232717	643126
HGNC:19024	Approved	TRIM52	tripartite motif containing 52		ENSG00000183718	84851
HGNC:49006	Approved	TRIM52-AS1	TRIM52 antisense RNA 1 (head to head)		ENSG00000248275	100507602
HGNC:19025	Approved	TRIM53AP	tripartite motif containing 53A, pseudogene	TRIM53	ENSG00000225581	642569
HGNC:19025	Approved	TRIM53AP	tripartite motif containing 53A, pseudogene	TRIM53P	ENSG00000225581	642569
HGNC:37144	Approved	TRIM53BP	tripartite motif containing 53B, pseudogene	TRIM53L	ENSG00000166013	642425
HGNC:37144	Approved	TRIM53BP	tripartite motif containing 53B, pseudogene	TRIM53B	ENSG00000166013	642425
HGNC:37144	Approved	TRIM53BP	tripartite motif containing 53B, pseudogene	TRIM80P	ENSG00000166013	642425
HGNC:43979	Approved	TRIM53CP	tripartite motif containing 53C, pseudogene		ENSG00000254764	340970
HGNC:16008	Approved	TRIM54	tripartite motif containing 54	RNF30	ENSG00000138100	57159
HGNC:14215	Approved	TRIM55	tripartite motif containing 55	RNF29	ENSG00000147573	84675
HGNC:19028	Approved	TRIM56	tripartite motif containing 56		ENSG00000169871	81844
HGNC:24150	Approved	TRIM58	tripartite motif containing 58		ENSG00000162722	25893
HGNC:30834	Approved	TRIM59	tripartite motif containing 59	TRIM57	ENSG00000213186	286827
HGNC:21162	Approved	TRIM60	tripartite motif containing 60	RNF129	ENSG00000176979	166655
HGNC:21162	Approved	TRIM60	tripartite motif containing 60	RNF33	ENSG00000176979	166655
HGNC:38403	Approved	TRIM60P1Y	tripartite motif containing 60 pseudogene 1, Y-linked	TRIM60PY1		100420362
HGNC:38405	Approved	TRIM60P2Y	tripartite motif containing 60 pseudogene 2, Y-linked	TRIM60PY2		100420363
HGNC:38409	Approved	TRIM60P3Y	tripartite motif containing 60 pseudogene 3, Y-linked	TRIM60PY3	ENSG00000227830	100420364
HGNC:38425	Approved	TRIM60P4Y	tripartite motif containing 60 pseudogene 4, Y-linked	TRIM60PY4		100420367
HGNC:38430	Approved	TRIM60P5Y	tripartite motif containing 60 pseudogene 5, Y-linked	TRIM60PY5	ENSG00000224210	100420368
HGNC:38432	Approved	TRIM60P6Y	tripartite motif containing 60 pseudogene 6, Y-linked	TRIM60PY6		100420369
